"","Finance Code","Sq. Ft.","Sales Price","DOM","Street #","Street Name","Closed Date","address"
"914","Cash Sale",1025,47000,214,"11420","LONGACRE",2023-03-23,"11420 LONGACRE"
"915","Cash Sale",980,49000,91,"9355","BRAILE",2023-03-23,"9355 BRAILE"
"916","Cash Sale",840,57000,23,"3550","ANNABELLE",2023-03-23,"3550 ANNABELLE"
"917","Cash Sale",734,70000,35,"11947","GREINER",2023-03-23,"11947 GREINER"
"918","Cash Sale",1222,72000,34,"13965","MENDOTA",2023-03-23,"13965 MENDOTA"
"919","Cash Sale",1248,85000,148,"6710","RUTHERFORD",2023-03-23,"6710 RUTHERFORD"
"920","Cash Sale",1358,1e+05,121,"7429","WOODROW WILSON",2023-03-23,"7429 WOODROW WILSON"
"921","Cash Sale",2505,101000,4,"1186","EDISON",2023-03-23,"1186 EDISON"
"922","CONV Sale",1581,105000,12,"17601","WOODINGHAM",2023-03-23,"17601 WOODINGHAM"
"923","Cash Sale",1326,125000,6,"4427","FREER",2023-03-23,"4427 FREER"
"924",NA,1480,130000,16,"18636","Santa Barbara",2023-03-23,"18636 Santa Barbara"
"925","CONV Sale",1208,134000,13,"15483","PREST",2023-03-23,"15483 PREST"
"926","FHA Sale",1440,150000,25,"15417","RUTHERFORD",2023-03-23,"15417 RUTHERFORD"
"927","CONV Sale",1939,225000,117,"4837","COMMONWEALTH",2023-03-23,"4837 COMMONWEALTH"
"928","CONV Sale",1460,275000,5,"3758","IROQUOIS",2023-03-23,"3758 IROQUOIS"
"929","Cash Sale",924,22000,105,"5053","PACIFIC",2023-03-24,"5053 PACIFIC"
"930","Cash Sale",1047,25000,33,"7441","VAUGHAN",2023-03-24,"7441 VAUGHAN"
"931","Cash Sale",1141,29000,23,"14650","WINTHROP",2023-03-24,"14650 WINTHROP"
"932","Cash Sale",848,30000,6,"9423","Cloverlawn",2023-03-24,"9423 Cloverlawn"
"933","Cash Sale",736,32000,44,"14024","LAMPHERE",2023-03-24,"14024 LAMPHERE"
"934","Cash Sale",1244,39000,86,"2525","LA BELLE",2023-03-24,"2525 LA BELLE"
"935","Cash Sale",1468,40000,168,"5111","MARTINDALE",2023-03-24,"5111 MARTINDALE"
"936","Cash Sale",913,44000,28,"8644","STAHELIN",2023-03-24,"8644 STAHELIN"
"937","Cash Sale",1138,47500,43,"15707","COYLE",2023-03-24,"15707 COYLE"
"938","Cash Sale",1337,52000,11,"12147","KILBOURNE",2023-03-24,"12147 KILBOURNE"
"939","Cash Sale",1222,52000,28,"16680","FREELAND",2023-03-24,"16680 FREELAND"
"940","Cash Sale",1272,55000,28,"12634","RIAD",2023-03-24,"12634 RIAD"
"941","Cash Sale",906,57000,8,"15900","PARKWAY",2023-03-24,"15900 PARKWAY"
"942","Cash Sale",1026,60000,33,"14248","GREENLAWN",2023-03-24,"14248 GREENLAWN"
"943","FHA Sale",695,67000,60,"18960","BILTMORE",2023-03-24,"18960 BILTMORE"
"944","Cash Sale",820,69500,18,"19379","GREENVIEW",2023-03-24,"19379 GREENVIEW"
"945","Cash Sale",704,85000,0,"14308","ROCKDALE",2023-03-24,"14308 ROCKDALE"
"946","CONV Sale",1159,89900,9,"15308","PARK GROVE",2023-03-24,"15308 PARK GROVE"
"947","CONV Sale",1149,99900,22,"17706","GREENVIEW",2023-03-24,"17706 GREENVIEW"
"948","Other Sale",922,1e+05,40,"16534","COYLE",2023-03-24,"16534 COYLE"
"949","FHA Sale",1174,104000,90,"19380","WINTHROP",2023-03-24,"19380 WINTHROP"
"950","CONV Sale",1329,115000,23,"12890","LONGACRE",2023-03-24,"12890 LONGACRE"
"951","CONV Sale",1046,115000,12,"20142","KENTUCKY",2023-03-24,"20142 KENTUCKY"
"952","CONV Sale",1078,115000,22,"21496","Santa Clara",2023-03-24,"21496 Santa Clara"
"953","FHA Sale",933,132000,27,"12022","BRAMELL",2023-03-24,"12022 BRAMELL"
"954","CONV Sale",1500,135000,129,"18501","MENDOTA",2023-03-24,"18501 MENDOTA"
"955","FHA Sale",1286,137000,4,"20485","SALEM",2023-03-24,"20485 SALEM"
"956","FHA Sale",1298,140000,11,"19197","MURRAY HILL",2023-03-24,"19197 MURRAY HILL"
"957","Cash Sale",1441,155000,8,"9226","LAFAYETTE",2023-03-24,"9226 LAFAYETTE"
"958","CONV Sale",1425,160000,134,"18439","HARTWELL",2023-03-24,"18439 HARTWELL"
"959","CONV Sale",1600,196000,10,"14930","Faust",2023-03-24,"14930 Faust"
"960","FHA Sale",1516,199900,117,"16511","PARKSIDE",2023-03-24,"16511 PARKSIDE"
"961","CONV Sale",1724,241000,104,"19337","WASHBURN",2023-03-24,"19337 WASHBURN"
"962","CONV Sale",2094,259000,13,"17131","NORTHLAWN",2023-03-24,"17131 NORTHLAWN"
"963","Cash Sale",4249,330000,82,"2432","BOSTON",2023-03-24,"2432 BOSTON"
"964","CONV Sale",2448,337500,16,"1615","Church",2023-03-24,"1615 Church"
"965","CONV Sale",2750,505000,7,"2060","Longfellow",2023-03-24,"2060 Longfellow"
"966","Cash Sale",1320,35000,3,"6841","LINZEE",2023-03-25,"6841 LINZEE"
"967","CONV Sale",915,110000,0,"19918","SOUTHFIELD",2023-03-26,"19918 SOUTHFIELD"
"968","Cash Sale",1064,51000,14,"20510","Dean",2023-03-27,"20510 Dean"
"969","Cash Sale",1089,60000,19,"14067","Edmore",2023-03-27,"14067 Edmore"
"970","CONV Sale",1248,70000,119,"8852","MEMORIAL",2023-03-27,"8852 MEMORIAL"
"971","CONV Sale",946,75000,39,"9152","WINTHROP",2023-03-27,"9152 WINTHROP"
"972","CONV Sale",1004,81000,0,"9919","ABINGTON",2023-03-27,"9919 ABINGTON"
"973","CONV Sale",1442,82500,7,"10120","OUTER",2023-03-27,"10120 OUTER"
"974","Cash Sale",736,85000,0,"12867","WESTBROOK",2023-03-27,"12867 WESTBROOK"
"975","Cash Sale",1770,87000,20,"4775","Sturtevant",2023-03-27,"4775 Sturtevant"
"976","Cash Sale",1705,92000,51,"13557","Archdale",2023-03-27,"13557 Archdale"
"977","Cash Sale",966,95000,13,"14766","MADDELEIN",2023-03-27,"14766 MADDELEIN"
"978","FHA Sale",1381,102000,49,"15377","COYLE",2023-03-27,"15377 COYLE"
"979","CONV Sale",1352,105000,9,"16102","EDMORE",2023-03-27,"16102 EDMORE"
"980","FHA Sale",1418,105000,4,"16182","GRIGGS",2023-03-27,"16182 GRIGGS"
"981","VA Sale",1289,110000,57,"22122","ROXFORD",2023-03-27,"22122 ROXFORD"
"982","CONV Sale",1510,168000,28,"5262","LANNOO",2023-03-27,"5262 LANNOO"
"983","CONV Sale",2153,230000,29,"17207","CHERRYLAWN",2023-03-27,"17207 CHERRYLAWN"
"984","FHA Sale",1707,235000,98,"18213","CHERRYLAWN",2023-03-27,"18213 CHERRYLAWN"
"985","FHA Sale",1800,295000,13,"4401","KENSINGTON",2023-03-27,"4401 KENSINGTON"
"986","Cash Sale",930,22000,28,"20000","PELKEY",2023-03-28,"20000 PELKEY"
"987","Cash Sale",1040,27000,24,"18253","ASBURY",2023-03-28,"18253 ASBURY"
"988","Cash Sale",1103,29500,76,"12083","STAHELIN",2023-03-28,"12083 STAHELIN"
"989","Cash Sale",1182,30000,185,"5991","GARLAND",2023-03-28,"5991 GARLAND"
"990","Cash Sale",1130,35000,10,"16773","BILTMORE",2023-03-28,"16773 BILTMORE"
"991","Cash Sale",1454,45000,19,"20166","ORLEANS",2023-03-28,"20166 ORLEANS"
"992","Cash Sale",1037,46000,13,"18717","HUBBELL",2023-03-28,"18717 HUBBELL"
"993","Cash Sale",956,47800,24,"12036","ASHTON",2023-03-28,"12036 ASHTON"
"994","Cash Sale",816,63000,162,"7270","BEAVERLAND",2023-03-28,"7270 BEAVERLAND"
"995","FHA Sale",1194,79500,10,"8812","DAVID",2023-03-28,"8812 DAVID"
"996","Cash Sale",672,82500,204,"6241","FAUST",2023-03-28,"6241 FAUST"
"997","FHA Sale",1060,109000,49,"11356","BRAMELL",2023-03-28,"11356 BRAMELL"
"998","FHA Sale",1332,126000,89,"9149","AVIS",2023-03-28,"9149 AVIS"
"999","CONV Sale",1142,136000,28,"5084","CHATSWORTH",2023-03-28,"5084 CHATSWORTH"
"1000","Cash Sale",1178,9900,33,"10328","CROCUSLAWN",2023-03-29,"10328 CROCUSLAWN"
"1001","Cash Sale",739,18000,12,"11654","Forrer",2023-03-29,"11654 Forrer"
"1002","Cash Sale",909,27300,7,"9203","SCHAEFER",2023-03-29,"9203 SCHAEFER"
"1003","Cash Sale",1388,42000,0,"13657","THORNTON",2023-03-29,"13657 THORNTON"
"1004","Cash Sale",1093,50000,0,"19379","SUNDERLAND",2023-03-29,"19379 SUNDERLAND"
"1005","CONV Sale",756,55000,68,"12851","APPLETON",2023-03-29,"12851 APPLETON"
"1006","Cash Sale",942,56000,12,"19156","FORRER",2023-03-29,"19156 FORRER"
"1007","Cash Sale",1986,62000,139,"16536","KENTUCKY",2023-03-29,"16536 KENTUCKY"
"1008","CONV Sale",935,73000,7,"18961","PIERSON",2023-03-29,"18961 PIERSON"
"1009","FHA Sale",808,74900,101,"19331","MANSFIELD",2023-03-29,"19331 MANSFIELD"
"1010","FHA Sale",908,77000,333,"19630","RIVERVIEW",2023-03-29,"19630 RIVERVIEW"
"1011","Cash Sale",1372,96000,9,"4190","HARVARD",2023-03-29,"4190 HARVARD"
"1012","FHA Sale",1204,99000,10,"7447","ROSEMONT",2023-03-29,"7447 ROSEMONT"
"1013","CONV Sale",840,103900,87,"18015","SAINT MARYS",2023-03-29,"18015 SAINT MARYS"
"1014","Other Sale",908,110000,31,"7557","PARKWAY",2023-03-29,"7557 PARKWAY"
"1015","Cash Sale",1992,110000,112,"18048","WOODINGHAM",2023-03-29,"18048 WOODINGHAM"
"1016","FHA Sale",1067,120000,122,"9101","CLOVERLAWN",2023-03-29,"9101 CLOVERLAWN"
"1017","Cash Sale",2416,150000,7,"1955","GLYNN",2023-03-29,"1955 GLYNN"
"1018","Cash Sale",2531,155000,13,"20101","Briarcliff",2023-03-29,"20101 Briarcliff"
"1019","FHA Sale",1674,198000,11,"6456","LONDON",2023-03-29,"6456 LONDON"
"1020","Cash Sale",1830,2e+05,15,"18428","SNOWDEN",2023-03-29,"18428 SNOWDEN"
"1021","Cash Sale",1260,1000,26,"17217","ANGLIN",2023-03-30,"17217 ANGLIN"
"1022","Cash Sale",1404,25000,29,"14228","CHERRYLAWN",2023-03-30,"14228 CHERRYLAWN"
"1023","Contract",1512,35000,0,"5266","ASHLEY",2023-03-30,"5266 ASHLEY"
"1024","Cash Sale",1191,40000,4,"19650","CHICAGO",2023-03-30,"19650 CHICAGO"
"1025","Cash Sale",1111,45000,43,"12063","ROBSON",2023-03-30,"12063 ROBSON"
"1026","Cash Sale",1028,47000,282,"7720","ASBURY PARK",2023-03-30,"7720 ASBURY PARK"
"1027","Cash Sale",900,50000,5,"9996","RUTLAND",2023-03-30,"9996 RUTLAND"
"1028","Cash Sale",1384,53000,88,"17041","CHANDLER PARK",2023-03-30,"17041 CHANDLER PARK"
"1029","Cash Sale",976,55000,52,"7419","GRANDMONT",2023-03-30,"7419 GRANDMONT"
"1030","CONV Sale",1539,56000,88,"6300","NEFF",2023-03-30,"6300 NEFF"
"1031","Cash Sale",1199,59900,12,"17313","PREVOST ST",2023-03-30,"17313 PREVOST ST"
"1032","Other Sale",1588,60000,20,"16888","MENDOTA",2023-03-30,"16888 MENDOTA"
"1033","Cash Sale",768,63000,28,"19373","SAINT MARYS",2023-03-30,"19373 SAINT MARYS"
"1034","CONV Sale",892,72500,15,"19708","NORWOOD",2023-03-30,"19708 NORWOOD"
"1035","CONV Sale",1064,75000,27,"13851","EASTBURN",2023-03-30,"13851 EASTBURN"
"1036","FHA Sale",1178,78000,39,"13855","BRINGARD",2023-03-30,"13855 BRINGARD"
"1037","Cash Sale",1272,80000,15,"19712","LITTLEFIELD",2023-03-30,"19712 LITTLEFIELD"
"1038","CONV Sale",1200,89000,20,"8161","BLISS",2023-03-30,"8161 BLISS"
"1039","FHA Sale",1056,93000,27,"16021","EDMORE",2023-03-30,"16021 EDMORE"
"1040","Cash Sale",1398,125000,30,"2059","LAWRENCE",2023-03-30,"2059 LAWRENCE"
"1041","Cash Sale",1464,129000,36,"5041","SOMERSET",2023-03-30,"5041 SOMERSET"
"1042","CONV Sale",1708,129900,10,"19726","HARTWELL",2023-03-30,"19726 HARTWELL"
"1043","VA Sale",1202,140000,63,"10600","STRATMAN",2023-03-30,"10600 STRATMAN"
"1044","FHA Sale",1486,164700,47,"17394","SORRENTO",2023-03-30,"17394 SORRENTO"
"1045","FHA Sale",1588,193000,22,"17135","PLAINVIEW",2023-03-30,"17135 PLAINVIEW"
"1046","FHA Sale",1290,2e+05,5,"19136","COYLE",2023-03-30,"19136 COYLE"
"1047","CONV Sale",1700,295000,14,"452","Ashland St.",2023-03-30,"452 Ashland St."
"1048","Cash Sale",2685,375000,0,"4343","AVERY",2023-03-30,"4343 AVERY"
"1049","Cash Sale",1233,12000,270,"2245","HIGHLAND",2023-03-31,"2245 HIGHLAND"
"1050","Cash Sale",1004,13500,36,"19300","BLACKSTONE",2023-03-31,"19300 BLACKSTONE"
"1051","Cash Sale",721,24505,16,"19973","ALCOY",2023-03-31,"19973 ALCOY"
"1052","Cash Sale",1260,30000,12,"19627","SHIELDS",2023-03-31,"19627 SHIELDS"
"1053","Cash Sale",1415,31000,138,"12023","WHITCOMB",2023-03-31,"12023 WHITCOMB"
"1054","Cash Sale",1596,34200,6,"7114","JULIAN",2023-03-31,"7114 JULIAN"
"1055","Cash Sale",1022,38505,90,"19551","JOANN",2023-03-31,"19551 JOANN"
"1056","Cash Sale",792,40000,22,"18747","AVON",2023-03-31,"18747 AVON"
"1057","Cash Sale",754,45000,12,"20234","RYAN",2023-03-31,"20234 RYAN"
"1058","CONV Sale",696,58500,36,"19357","LINDSAY",2023-03-31,"19357 LINDSAY"
"1059","Cash Sale",1072,58500,199,"10924","WHITEHILL",2023-03-31,"10924 WHITEHILL"
"1060","Cash Sale",868,60000,9,"18287","ASBURY",2023-03-31,"18287 ASBURY"
"1061","Cash Sale",1484,60000,1,"4367","HAVERHILL",2023-03-31,"4367 HAVERHILL"
"1062","CONV Sale",1200,60000,121,"19303","ROGGE",2023-03-31,"19303 ROGGE"
"1063","Cash Sale",960,63500,4,"7176","WALDO",2023-03-31,"7176 WALDO"
"1064","Cash Sale",2046,65000,12,"2444","SHERIDAN",2023-03-31,"2444 SHERIDAN"
"1065","Cash Sale",947,67000,10,"18589","HULL",2023-03-31,"18589 HULL"
"1066","Cash Sale",1420,70000,13,"16207","WARD",2023-03-31,"16207 WARD"
"1067","CONV Sale",2460,75000,0,"12383","MONICA",2023-03-31,"12383 MONICA"
"1068","CONV Sale",948,80000,44,"15715","STATE FAIR",2023-03-31,"15715 STATE FAIR"
"1069","CONV Sale",1397,83000,161,"3203","WAVERLY",2023-03-31,"3203 WAVERLY"
"1070","CONV Sale",879,89000,103,"8221","STOUT",2023-03-31,"8221 STOUT"
"1071","CONV Sale",1110,92360,6,"19611","Revere",2023-03-31,"19611 Revere"
"1072","CONV Sale",1712,95000,31,"15400","COLLINGHAM",2023-03-31,"15400 COLLINGHAM"
"1073","FHA Sale",1742,95000,64,"15261","YOUNG",2023-03-31,"15261 YOUNG"
"1074","CONV Sale",908,1e+05,10,"19300","DALE",2023-03-31,"19300 DALE"
"1075","Cash Sale",2194,125000,9,"1615","INFANTRY",2023-03-31,"1615 INFANTRY"
"1076","Cash Sale",1125,128000,17,"20555","PREVOST",2023-03-31,"20555 PREVOST"
"1077","CONV Sale",1454,132500,51,"16757","Sunderland",2023-03-31,"16757 Sunderland"
"1078","FHA Sale",1020,133000,33,"19925","MONICA",2023-03-31,"19925 MONICA"
"1079","FHA Sale",1468,145000,62,"17655","HUNTINGTON",2023-03-31,"17655 HUNTINGTON"
"1080","CONV Sale",1593,173500,28,"18717","SAN JUAN",2023-03-31,"18717 SAN JUAN"
"1081","FHA 203K",2578,180000,27,"5500","OUTER",2023-03-31,"5500 OUTER"
"1082","CONV Sale",1722,199000,55,"979","GRAND",2023-03-31,"979 GRAND"
"1083","Contract",1633,199900,66,"16142","OHIO",2023-03-31,"16142 OHIO"
"1084","CONV Sale",2010,325000,10,"4300","KENSINGTON",2023-03-31,"4300 KENSINGTON"
"1085","Cash Sale",7263,850000,11,"140","EDISON",2023-03-31,"140 EDISON"
"1086","Cash Sale",1088,12875,75,"12235","RUTHERFORD",2023-04-03,"12235 RUTHERFORD"
"1087","Cash Sale",957,45000,5,"19914","Asbury Park",2023-04-03,"19914 Asbury Park"
"1088","FHA Sale",950,55000,182,"8140","HOUSE",2023-04-03,"8140 HOUSE"
"1089","Cash Sale",960,58000,14,"18645","CODDING",2023-04-03,"18645 CODDING"
"1090","Cash Sale",1231,65000,82,"15254","ROCHELLE",2023-04-03,"15254 ROCHELLE"
"1091","CONV Sale",1000,85000,14,"6001","Warwick",2023-04-03,"6001 Warwick"
"1092","CONV Sale",1342,106200,57,"9976","PIERSON",2023-04-03,"9976 PIERSON"
"1093","Cash Sale",1040,129900,0,"7465","PARKWAY",2023-04-03,"7465 PARKWAY"
"1094","CONV Sale",1484,149900,17,"4226","SENECA",2023-04-03,"4226 SENECA"
"1095","FHA Sale",1120,170000,9,"19966","GREYDALE",2023-04-03,"19966 GREYDALE"
"1096","CONV Sale",1872,189000,11,"3075","23RD",2023-04-03,"3075 23RD"
"1097","Cash Sale",1404,20100,1,"11610","YELLOWSTONE",2023-04-04,"11610 YELLOWSTONE"
"1098","Cash Sale",1250,25000,6,"13143","Manor",2023-04-04,"13143 Manor"
"1099","Cash Sale",870,29000,21,"10530","Lakepointe",2023-04-04,"10530 Lakepointe"
"1100","Cash Sale",1000,50000,9,"8645","BRACE",2023-04-04,"8645 BRACE"
"1101","Cash Sale",1022,74000,6,"20473","STRATHMOOR",2023-04-04,"20473 STRATHMOOR"
"1102","Contract",1041,95000,16,"6324","EVERGREEN",2023-04-04,"6324 EVERGREEN"
"1103","CONV Sale",1200,1e+05,6,"19363","ROSEMONT",2023-04-04,"19363 ROSEMONT"
"1104","FHA Sale",1526,205000,42,"18619","SANTA ROSA",2023-04-04,"18619 SANTA ROSA"
"1105","CONV Sale",2562,319000,36,"2919","14th",2023-04-04,"2919 14th"
"1106","FHA Sale",3094,450000,123,"17576","MUIRLAND",2023-04-04,"17576 MUIRLAND"
"1107","Cash Sale",705,17200,39,"15480","HOLMUR",2023-04-05,"15480 HOLMUR"
"1108","Cash Sale",672,33000,23,"20560","WESTPHALIA",2023-04-05,"20560 WESTPHALIA"
"1109","Cash Sale",1200,43000,122,"4039","OUTER",2023-04-05,"4039 OUTER"
"1110","Cash Sale",1100,65000,26,"7474","BRAMELL",2023-04-05,"7474 BRAMELL"
"1111","CONV Sale",1065,95000,38,"18501","MARK TWAIN",2023-04-05,"18501 MARK TWAIN"
"1112","FHA Sale",915,120000,38,"19950","OHIO",2023-04-05,"19950 OHIO"
"1113","Cash Sale",3180,18000,389,"1464","VIRGINIA PARK",2023-04-06,"1464 VIRGINIA PARK"
"1114","Cash Sale",929,30000,18,"9354","ABINGTON",2023-04-06,"9354 ABINGTON"
"1115","Cash Sale",960,34000,85,"15495","BURT",2023-04-06,"15495 BURT"
"1116","Cash Sale",1277,42000,44,"10007","MINOCK",2023-04-06,"10007 MINOCK"
"1117","Cash Sale",1764,52500,508,"5590","BEACONSFIELD",2023-04-06,"5590 BEACONSFIELD"
"1118","Cash Sale",966,53000,15,"18975","WINTHROP",2023-04-06,"18975 WINTHROP"
"1119","CONV Sale",1244,60000,15,"18508","COYLE",2023-04-06,"18508 COYLE"
"1120","CONV Sale",768,65000,0,"6337","SAINT MARYS",2023-04-06,"6337 SAINT MARYS"
"1121","CONV Sale",960,65000,0,"6331","SAINT MARYS",2023-04-06,"6331 SAINT MARYS"
"1122","Cash Sale",1290,83000,0,"7747","METTETAL",2023-04-06,"7747 METTETAL"
"1123","FHA Sale",869,85000,24,"19559","KELLY",2023-04-06,"19559 KELLY"
"1124","Cash Sale",1316,125000,35,"20201","Westbrook",2023-04-06,"20201 Westbrook"
"1125","Cash Sale",1606,131900,42,"18655","SAN JUAN",2023-04-06,"18655 SAN JUAN"
"1126","FHA Sale",1250,135000,9,"19341","KENTUCKY",2023-04-06,"19341 KENTUCKY"
"1127","CONV Sale",1622,170000,10,"20435","PICADILLY",2023-04-06,"20435 PICADILLY"
"1128","Cash Sale",8019,518000,8,"19551","BURLINGTON",2023-04-06,"19551 BURLINGTON"
"1129","Cash Sale",871,6000,50,"17144","MARX",2023-04-07,"17144 MARX"
"1130","Cash Sale",1402,17000,124,"2601","HARDING",2023-04-07,"2601 HARDING"
"1131","Cash Sale",698,25000,0,"8246","FIELDING",2023-04-07,"8246 FIELDING"
"1132","Cash Sale",1152,25000,3,"15366","ROSELAWN",2023-04-07,"15366 ROSELAWN"
"1133","Cash Sale",952,25000,21,"15810","TRACEY",2023-04-07,"15810 TRACEY"
"1134","Cash Sale",776,35000,7,"9942","MINOCK",2023-04-07,"9942 MINOCK"
"1135","Cash Sale",1058,37000,20,"20161","HELEN",2023-04-07,"20161 HELEN"
"1136","Cash Sale",1000,39900,20,"11907","RIAD",2023-04-07,"11907 RIAD"
"1137","Cash Sale",890,42000,92,"8640","BLISS",2023-04-07,"8640 BLISS"
"1138","Cash Sale",882,44000,3,"17377","SAINT MARYS",2023-04-07,"17377 SAINT MARYS"
"1139","Cash Sale",1127,45000,37,"11358","MARLOWE",2023-04-07,"11358 MARLOWE"
"1140","Cash Sale",828,45000,40,"8069","MANSFIELD",2023-04-07,"8069 MANSFIELD"
"1141","Cash Sale",1300,50000,21,"16895","MENDOTA",2023-04-07,"16895 MENDOTA"
"1142","Cash Sale",1055,51000,23,"3422","ANNABELLE",2023-04-07,"3422 ANNABELLE"
"1143","Cash Sale",999,52000,3,"7719","WOODMONT",2023-04-07,"7719 WOODMONT"
"1144","Cash Sale",1348,53000,24,"18425","ALGONAC",2023-04-07,"18425 ALGONAC"
"1145","Cash Sale",1519,54000,10,"15051","STATE FAIR",2023-04-07,"15051 STATE FAIR"
"1146","Cash Sale",915,60061,20,"9093","Dawes",2023-04-07,"9093 Dawes"
"1147","Cash Sale",1118,79000,17,"6719","ASBURY",2023-04-07,"6719 ASBURY"
"1148","FHA Sale",998,85000,50,"10844","BALFOUR",2023-04-07,"10844 BALFOUR"
"1149","FHA Sale",768,98000,50,"4467","RADNOR",2023-04-07,"4467 RADNOR"
"1150","CONV Sale",1601,112000,116,"5610","OAKMAN",2023-04-07,"5610 OAKMAN"
"1151","Cash Sale",1224,132900,16,"16650","MONICA",2023-04-07,"16650 MONICA"
"1152","Cash Sale",1694,135000,42,"18436","KENTUCKY",2023-04-07,"18436 KENTUCKY"
"1153","CONV Sale",1298,135000,92,"18600","WASHBURN",2023-04-07,"18600 WASHBURN"
"1154","CONV Sale",1191,141000,6,"15809","ASBURY",2023-04-07,"15809 ASBURY"
"1155","Cash Sale",2200,150000,6,"17566","MONICA",2023-04-07,"17566 MONICA"
"1156","FHA Sale",2163,159900,48,"3255","Glendale",2023-04-07,"3255 Glendale"
"1157","FHA Sale",1340,160000,4,"15899","MURRAY HILL",2023-04-07,"15899 MURRAY HILL"
"1158","CONV Sale",1324,170000,115,"5900","HILLCREST",2023-04-07,"5900 HILLCREST"
"1159","CONV Sale",1864,190000,4,"16810","GREENVIEW",2023-04-07,"16810 GREENVIEW"
"1160","FHA Sale",2000,255000,29,"15063","GREENVIEW",2023-04-07,"15063 GREENVIEW"
"1161","Cash Sale",958,21500,13,"8619","GREENVIEW",2023-04-08,"8619 GREENVIEW"
"1162","Cash Sale",2451,25000,68,"580","CHANDLER",2023-04-10,"580 CHANDLER"
"1163","Cash Sale",910,32400,86,"15707","Coram",2023-04-10,"15707 Coram"
"1164","Cash Sale",1242,36000,22,"11700","Forrer",2023-04-10,"11700 Forrer"
"1165","Cash Sale",1948,39900,15,"5757","LAKEWOOD",2023-04-10,"5757 LAKEWOOD"
"1166","Cash Sale",1161,42500,104,"16235","WARD",2023-04-10,"16235 WARD"
"1167","Cash Sale",1234,46500,52,"18604","Cardoni",2023-04-10,"18604 Cardoni"
"1168","Cash Sale",1100,47000,16,"3600","BEDFORD",2023-04-10,"3600 BEDFORD"
"1169","Cash Sale",1248,50000,5,"6539","GREENVIEW",2023-04-10,"6539 GREENVIEW"
"1170","Cash Sale",1047,55000,78,"20291","BILTMORE",2023-04-10,"20291 BILTMORE"
"1171","Cash Sale",797,60000,168,"6380","ABINGTON",2023-04-10,"6380 ABINGTON"
"1172","Cash Sale",1126,66000,31,"7795","GRANDMONT",2023-04-10,"7795 GRANDMONT"
"1173","Other Sale",927,73000,7,"22641","PEMBROKE",2023-04-10,"22641 PEMBROKE"
"1174","FHA Sale",1140,75000,12,"11365","ROSSITER",2023-04-10,"11365 ROSSITER"
"1175","CONV Sale",868,80000,57,"18263","GILCHRIST",2023-04-10,"18263 GILCHRIST"
"1176","CONV Sale",1113,85000,8,"16275","COLLINGHAM",2023-04-10,"16275 COLLINGHAM"
"1177","CONV Sale",990,86900,25,"20479","COVENTRY",2023-04-10,"20479 COVENTRY"
"1178","FHA Sale",805,110000,215,"19764","BRAILE",2023-04-10,"19764 BRAILE"
"1179","VA Sale",1330,145900,74,"249","RIVERSIDE",2023-04-10,"249 RIVERSIDE"
"1180","CONV Sale",2496,154000,0,"429","NEWPORT",2023-04-10,"429 NEWPORT"
"1181","CONV Sale",1129,168000,2,"1195","MELDRUM",2023-04-10,"1195 MELDRUM"
"1182","CONV Sale",1910,185000,22,"5766","BALFOUR",2023-04-10,"5766 BALFOUR"
"1183","VA Sale",2010,203000,85,"4645","DEVONSHIRE",2023-04-10,"4645 DEVONSHIRE"
"1184","FHA Sale",1883,229900,39,"3461","OUTER",2023-04-10,"3461 OUTER"
"1185","Cash Sale",1600,25000,26,"19531","ANVIL",2023-04-11,"19531 ANVIL"
"1186","Cash Sale",1209,38000,8,"11336","OUTER",2023-04-11,"11336 OUTER"
"1187","Cash Sale",1065,40000,13,"15834","BAYLIS",2023-04-11,"15834 BAYLIS"
"1188","Cash Sale",942,46000,14,"2101","ANNABELLE",2023-04-11,"2101 ANNABELLE"
"1189","CONV Sale",1035,56000,38,"11914","LAING",2023-04-11,"11914 LAING"
"1190","CONV Sale",913,80000,17,"8234","PEMBROKE",2023-04-11,"8234 PEMBROKE"
"1191","Cash Sale",1080,94000,4,"20045","HARNED",2023-04-11,"20045 HARNED"
"1192","CONV Sale",733,105000,5,"18988","COYLE",2023-04-11,"18988 COYLE"
"1193","CONV Sale",2642,305000,54,"15355","PIEDMONT",2023-04-11,"15355 PIEDMONT"
"1194","CONV Sale",3018,331000,62,"2429","FIELD",2023-04-11,"2429 FIELD"
"1195","Cash Sale",852,11000,216,"9145","MORANG",2023-04-12,"9145 MORANG"
"1196","Cash Sale",1654,30000,7,"14077","MARK TWAIN",2023-04-12,"14077 MARK TWAIN"
"1197","Cash Sale",966,52000,160,"16663","LESURE",2023-04-12,"16663 LESURE"
"1198","Cash Sale",768,57000,12,"7765","PIEDMONT",2023-04-12,"7765 PIEDMONT"
"1199","Cash Sale",1089,68500,7,"9606","BRAILE",2023-04-12,"9606 BRAILE"
"1200","CONV Sale",1750,95000,39,"6006","MARTIN",2023-04-12,"6006 MARTIN"
